,Theta1,Std.Error_theta1
0,29.724532098041436,7.678996642252245
1,-16.23234510471184,2.085351999588988
2,-1.1285963982987122,0.12903162043966598
3,0.364481774384501,0.41751348068196076
4,400.9464007900242,57.75706630987261
5,-71.02874684172548,20.590040131238936
6,-2.8753324085356553,1.1813528626342449
7,-47.261280233421076,7.817939444308646
8,-0.14595401426826626,0.029129973656954255
9,68.67206469908001,4.918218309315392
10,88.75140347834815,10.938621564671864
11,120.80334673830248,13.875979098977293
12,-1088.3834687660528,241.93459175110095
13,-361.7996633431285,84.50197853701667
14,185.63028947759267,18.06419125764895
15,73.07442336956592,42.36636775908408
16,-82.43224174228999,21.4586330187136
17,-42.21904206483305,20.824245169591368
18,-35.78547743370973,17.9949901391949
19,0.3859272889151377,0.09160330661319047
