,Theta1,Std.Error_theta1
0,-1.3021181053715054,2.574979936008914
1,-12.871083174293915,1.7793832788176227
2,-0.6895253452088994,0.052023348990187984
3,1.492008836108056,0.27004947772413723
4,259.9155708397866,34.49426635638553
5,4.2432521916784935,10.486061187760475
6,1.4232879204899405,0.82214730182762
7,-18.540978947588883,4.538569794357148
8,-0.14688852736088975,0.03273249851021924
9,72.47632622020933,5.346286882898588
10,91.4603689834995,13.461046918636965
11,127.80086023645055,17.879174054015856
12,-73.00967348487211,47.28673282412047
13,-21.280911386495063,11.854804776746436
14,187.14189896686275,19.24663112046322
15,151.0081189210432,26.007693871410364
16,-56.77386597083114,15.962810320242909
17,-70.32290566812117,17.865421963170878
18,26.087593317756273,13.921785560348601
